satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary,employeeID
0.52,0.58,3,203,2,0,0,0,RandD,medium,127045
0.59,0.75,3,168,3,0,0,0,RandD,medium,127046
0.64,0.75,4,172,4,0,0,0,marketing,medium,127047
0.81,0.83,3,177,2,0,0,0,sales,medium,127048
0.87,0.57,3,149,2,0,0,0,accounting,medium,127049
0.74,0.61,3,231,2,0,0,0,support,medium,127050
0.73,0.89,3,226,3,1,0,0,technical,high,127051
0.97,0.58,4,187,4,1,0,0,management,high,127052
0.54,0.81,3,145,2,0,0,0,marketing,high,127053
0.59,0.55,4,138,2,0,0,0,marketing,high,127054
0.99,0.95,3,153,4,0,0,0,marketing,high,127055
0.79,0.75,4,168,3,0,0,0,sales,high,127056
0.96,0.37,3,111,2,0,0,0,sales,high,127057
0.54,0.67,3,154,2,0,0,0,sales,high,127058
0.79,0.84,4,171,3,0,0,0,sales,low,127059
0.64,0.79,3,253,2,0,0,0,sales,low,127060
0.65,0.53,4,160,3,0,0,0,sales,low,127061
0.87,0.86,3,196,4,0,0,0,sales,low,127062
0.7,0.59,4,178,3,0,0,0,sales,low,127063
0.89,0.81,3,268,3,0,0,0,sales,low,127064
0.61,0.58,6,146,3,0,0,0,sales,low,127065
0.9,0.49,4,185,2,0,0,0,sales,low,127066
0.49,0.54,4,247,3,1,0,0,sales,medium,127067
0.85,0.97,4,210,2,0,0,0,sales,medium,127068
0.54,0.58,3,234,3,0,0,0,sales,medium,127069
0.64,0.57,4,271,2,0,0,0,sales,medium,127070
0.81,0.77,5,102,5,0,0,0,sales,medium,127071
0.49,0.66,3,163,3,0,0,0,sales,medium,127072
0.58,0.57,3,144,4,1,0,0,sales,medium,127073
0.62,0.49,3,172,3,0,0,0,sales,medium,127074
0.8,0.84,3,203,3,1,0,0,accounting,medium,127075
0.64,0.64,3,192,3,1,0,0,accounting,medium,127076
0.81,0.86,5,159,2,0,0,0,accounting,medium,127077
0.8,0.74,3,159,2,0,0,0,hr,medium,127078
0.92,0.81,4,206,2,0,0,0,hr,medium,127079
0.66,0.98,4,225,2,1,0,0,hr,medium,127080
0.79,0.89,3,252,2,0,0,0,hr,medium,127081
0.74,0.54,6,113,3,0,0,0,technical,medium,127082
0.79,0.74,3,238,2,0,0,0,technical,medium,127083
0.87,0.94,3,217,3,0,0,0,technical,medium,127084
0.49,0.57,4,145,2,0,0,0,technical,medium,127085
0.3,0.44,5,128,4,1,0,0,technical,medium,127086
0.85,0.89,4,177,3,0,0,0,technical,medium,127087
0.61,0.97,4,256,4,0,0,0,technical,medium,127088
0.68,0.55,3,182,3,1,0,0,technical,medium,127089
0.67,0.67,4,226,2,0,0,0,technical,high,127090
0.63,0.73,5,168,3,0,0,0,technical,low,127091
0.63,0.94,4,145,3,0,0,0,technical,medium,127092
0.5,0.88,4,172,4,0,0,0,support,medium,127093
0.7,0.55,4,233,2,0,0,0,support,medium,127094
0.18,0.46,5,202,4,0,0,0,support,medium,127095
0.77,0.55,5,255,2,0,0,0,support,medium,127096
0.78,0.61,3,257,3,0,0,0,support,medium,127097
0.54,0.77,3,185,3,0,0,0,support,medium,127098
0.9,0.69,3,231,4,0,0,0,support,medium,127099
0.56,0.76,3,207,2,0,0,0,support,medium,127100
0.63,0.81,3,215,3,0,0,0,support,medium,127101
0.68,0.75,5,243,3,1,0,0,support,low,127102
0.96,0.54,3,198,3,0,0,0,support,low,127103
0.85,0.87,6,232,6,0,0,0,technical,low,127104
0.82,0.66,4,150,3,0,0,0,technical,low,127105
0.44,0.39,2,188,3,0,0,0,technical,low,127106
0.86,0.97,4,155,3,0,0,0,management,low,127107
0.56,0.68,3,109,3,0,0,0,IT,low,127108
0.69,0.94,3,170,3,0,0,0,IT,high,127109
0.91,0.85,5,214,2,0,0,0,IT,low,127110
0.99,0.94,3,244,3,0,0,0,IT,high,127111
0.76,0.84,5,137,4,0,0,0,IT,high,127112
0.63,0.67,5,250,2,0,0,0,product_mng,low,127113
0.21,0.62,4,247,3,1,0,0,product_mng,low,127114
0.63,0.43,2,222,4,0,0,0,product_mng,high,127115
0.58,0.51,2,100,2,0,0,0,product_mng,low,127116
0.52,0.84,4,212,3,0,0,0,IT,medium,127117
0.89,0.64,3,184,5,0,0,0,RandD,high,127118
0.81,0.81,4,177,3,0,0,0,RandD,medium,127119
0.62,0.73,3,138,3,0,0,0,RandD,medium,127120
0.83,0.5,4,167,3,1,0,0,RandD,medium,127121
0.85,0.99,3,201,3,0,0,0,RandD,medium,127122
0.52,0.61,5,162,3,0,0,0,marketing,high,127123
0.57,0.97,5,126,5,0,0,0,sales,medium,127124
0.93,1,4,145,3,0,0,0,accounting,medium,127125
0.78,0.89,3,211,3,0,0,0,support,medium,127126
0.65,0.59,3,167,2,0,0,0,technical,high,127127
0.42,0.74,5,256,6,0,0,0,management,medium,127128
0.22,0.61,6,237,5,0,0,0,marketing,high,127129
0.71,0.96,5,135,4,1,0,0,marketing,low,127130
0.44,0.68,5,209,4,0,0,0,marketing,medium,127131
0.6,0.52,4,190,3,0,0,0,sales,medium,127132
0.68,0.61,3,134,4,0,0,0,sales,medium,127133
0.53,0.41,2,148,2,1,0,0,sales,medium,127134
0.8,0.82,4,202,3,0,0,0,sales,low,127135
0.97,0.82,4,176,2,0,0,0,sales,low,127136
0.47,0.47,2,221,6,0,0,0,sales,low,127137
0.96,0.93,3,156,3,0,0,0,sales,low,127138
0.81,0.45,6,98,3,0,0,0,sales,low,127139
0.86,0.65,4,134,4,0,0,0,sales,low,127140
0.59,0.82,4,203,4,1,0,0,sales,low,127141
0.53,0.97,3,189,3,0,0,0,sales,low,127142
0.57,0.86,3,258,2,0,0,0,sales,low,127143
0.7,0.48,4,237,3,0,0,0,sales,low,127144
0.58,0.59,4,224,3,0,0,0,sales,high,127145
0.43,0.86,5,125,3,1,0,0,sales,low,127146
0.92,0.82,4,207,4,0,0,0,sales,low,127147
0.24,0.7,5,194,3,0,0,0,sales,low,127148
0.67,0.52,3,273,3,0,0,0,sales,low,127149
0.68,0.84,3,209,3,0,0,0,sales,high,127150
0.54,0.75,3,181,3,0,0,0,accounting,low,127151
0.73,0.63,3,172,4,1,0,0,accounting,low,127152
0.59,0.41,4,139,3,0,0,0,accounting,low,127153
0.22,0.64,6,260,4,0,0,0,hr,high,127154
0.49,0.83,3,168,4,1,0,0,hr,low,127155
0.91,1,6,242,3,1,0,0,hr,medium,127156
0.18,0.97,4,206,3,0,0,0,hr,high,127157
0.71,0.41,5,107,4,0,0,0,technical,medium,127158
0.56,0.66,5,216,2,0,0,0,technical,high,127159
0.84,0.62,4,152,3,0,0,0,technical,medium,127160
0.59,0.49,5,122,5,0,0,0,technical,medium,127161
0.88,0.62,4,138,3,0,0,0,technical,medium,127162
0.8,0.52,3,182,2,0,0,0,technical,medium,127163
0.53,0.63,3,205,2,0,0,0,technical,medium,127164
0.53,0.83,3,267,4,0,0,0,technical,medium,127165
0.3,0.67,3,150,2,0,0,0,technical,medium,127166
0.91,0.7,4,134,2,0,0,0,technical,medium,127167
0.32,0.66,5,116,5,1,0,0,technical,high,127168
0.73,0.87,3,181,3,0,0,0,support,low,127169
0.87,0.54,3,268,3,0,0,0,support,medium,127170
0.57,0.73,3,129,3,0,0,0,support,medium,127171
0.62,0.94,3,151,4,0,0,0,support,medium,127172
0.55,0.91,3,243,4,0,0,0,support,medium,127173
0.93,0.57,5,143,2,0,0,0,support,medium,127174
0.3,0.47,6,156,2,1,0,0,support,medium,127175
0.57,0.7,3,210,2,0,0,0,support,medium,127176
0.9,0.85,4,279,6,0,0,0,support,medium,127177
0.83,0.79,4,270,3,1,0,0,support,medium,127178
0.38,0.64,5,160,3,0,0,0,support,high,127179
0.97,0.95,4,173,2,0,0,0,technical,low,127180
0.7,1,4,261,3,0,0,0,technical,low,127181
0.26,0.73,4,178,6,0,0,0,technical,low,127182
0.58,0.58,3,122,3,0,0,0,management,high,127183
0.69,0.57,5,227,4,0,0,0,IT,low,127184
0.88,0.6,2,168,3,0,0,0,IT,low,127185
0.57,0.91,4,252,4,0,0,0,IT,low,127186
0.94,0.8,5,170,4,0,0,0,IT,high,127187
0.94,0.58,3,135,3,0,0,0,IT,low,127188
0.46,0.49,5,286,5,0,0,0,product_mng,low,127189
0.49,0.57,2,213,3,1,0,0,product_mng,low,127190
0.96,1,5,148,3,0,0,0,product_mng,low,127191
0.29,0.95,5,117,4,0,0,0,product_mng,low,127192
0.94,0.69,3,164,2,0,0,0,IT,low,127193
0.56,0.64,3,262,2,1,0,0,RandD,low,127194
0.18,0.49,5,250,5,1,0,0,RandD,medium,127195
0.84,0.83,4,222,3,0,0,0,RandD,medium,127196
0.58,0.96,3,192,4,0,0,0,RandD,medium,127197
0.21,0.6,5,151,6,0,0,0,RandD,medium,127198
0.59,0.53,4,216,2,0,0,0,marketing,medium,127199
0.66,0.65,3,234,2,0,0,0,marketing,medium,127200
0.58,0.82,4,268,3,0,0,0,sales,medium,127201
0.66,0.49,4,194,5,0,0,0,accounting,medium,127202
0.56,0.78,3,200,2,0,0,0,support,medium,127203
0.92,0.78,3,194,3,0,0,0,technical,medium,127204
0.56,0.69,3,176,3,0,0,0,management,medium,127205
0.57,0.59,4,158,3,0,0,0,marketing,medium,127206
0.99,0.79,3,271,4,0,0,0,marketing,high,127207
0.76,0.93,4,187,4,0,0,0,marketing,low,127208
0.78,0.91,4,202,2,0,0,0,sales,medium,127209
0.99,0.48,5,202,2,0,0,0,sales,medium,127210
0.71,0.95,6,204,3,1,0,0,sales,medium,127211
0.51,0.96,4,204,3,1,0,0,sales,medium,127212
0.88,0.82,3,244,3,0,0,0,sales,low,127213
0.96,0.83,3,234,3,0,0,0,sales,low,127214
0.9,0.64,4,217,3,0,0,0,sales,low,127215
0.77,0.51,4,142,4,0,0,0,sales,low,127216
0.95,0.5,4,186,3,1,0,0,sales,low,127217
0.85,0.67,3,267,2,1,0,0,sales,low,127218
0.46,0.79,2,108,3,0,0,0,sales,low,127219
0.57,0.95,3,274,4,0,0,0,sales,low,127220
0.93,1,3,148,4,0,0,0,sales,low,127221
0.78,0.68,5,168,3,0,0,0,sales,low,127222
0.68,1,4,185,2,1,0,0,sales,low,127223
0.83,0.78,3,257,2,0,0,0,sales,low,127224
0.56,0.51,5,256,4,1,0,0,sales,low,127225
0.93,0.78,2,188,2,0,0,0,sales,low,127226
0.13,0.53,6,173,4,0,0,0,sales,low,127227
0.71,0.99,5,208,2,1,0,0,accounting,low,127228
0.98,0.74,4,202,3,0,0,0,accounting,low,127229
0.83,0.82,3,134,3,0,0,0,accounting,low,127230
0.78,0.65,3,154,2,0,0,0,hr,low,127231
0.35,0.58,3,103,3,0,0,0,hr,low,127232
0.67,0.55,4,256,6,0,0,0,hr,low,127233
0.86,0.88,4,274,3,0,0,0,hr,medium,127234
0.33,0.61,2,163,3,0,0,0,technical,medium,127235
0.3,0.86,6,232,3,0,0,0,technical,medium,127236
0.75,0.63,4,268,3,0,0,0,technical,medium,127237
0.8,0.98,3,209,3,0,0,0,technical,medium,127238
0.98,0.53,5,238,3,0,0,0,technical,medium,127239
0.72,0.48,3,155,2,0,0,0,technical,medium,127240
0.82,0.52,5,270,3,0,0,0,technical,medium,127241
0.91,0.59,3,134,2,1,0,0,technical,medium,127242
0.84,0.78,3,221,3,1,0,0,technical,medium,127243
0.95,0.74,4,258,3,0,0,0,technical,medium,127244
0.53,0.51,6,272,5,0,0,0,technical,medium,127245
0.5,0.5,4,184,3,0,0,0,support,high,127246
0.36,0.95,6,276,2,0,0,0,support,low,127247
0.33,0.38,4,186,3,0,0,0,support,medium,127248
0.38,0.47,3,189,5,0,0,0,support,medium,127249
0.7,0.9,3,224,3,0,0,0,support,medium,127250
0.44,0.45,6,237,6,0,0,0,support,medium,127251
0.32,0.66,3,144,2,0,0,0,support,low,127252
0.63,0.93,6,171,3,1,0,0,support,low,127253
0.56,0.54,3,232,2,0,0,0,support,low,127254
0.56,0.78,4,193,2,1,0,0,support,low,127255
0.81,0.78,3,166,2,0,0,0,support,low,127256
0.89,0.75,3,167,2,0,0,0,technical,low,127257
0.63,0.87,2,101,3,0,0,0,technical,low,127258
0.64,0.66,5,266,3,0,0,0,technical,low,127259
0.46,0.53,3,135,2,0,0,0,management,low,127260
0.76,0.56,4,137,3,0,0,0,IT,low,127261
0.99,0.71,3,191,3,0,0,0,IT,low,127262
0.85,0.76,4,262,2,0,0,0,IT,low,127263
0.78,0.99,3,174,3,0,0,0,IT,low,127264
0.91,0.56,4,241,2,0,0,0,IT,low,127265
0.16,0.57,5,144,4,1,0,0,product_mng,low,127266
0.71,0.57,3,218,3,0,0,0,product_mng,low,127267
0.92,0.68,5,210,2,0,0,0,product_mng,low,127268
0.21,0.98,6,208,5,1,0,0,product_mng,low,127269
0.74,0.6,3,232,3,0,0,0,IT,low,127270
0.76,0.6,3,140,2,0,0,0,RandD,low,127271
0.62,0.95,3,189,4,0,0,0,RandD,low,127272
1,0.61,5,264,3,0,0,0,RandD,medium,127273
0.67,0.54,5,157,2,0,0,0,RandD,medium,127274
0.81,0.87,4,161,2,0,0,0,RandD,medium,127275
0.84,0.69,4,149,3,0,0,0,marketing,medium,127276
0.84,0.99,3,144,4,0,0,0,sales,medium,127277
0.97,0.97,4,242,2,0,0,0,accounting,medium,127278
0.7,0.5,6,214,5,0,0,0,support,medium,127279
0.52,0.74,4,174,3,0,0,0,technical,medium,127280
0.46,0.88,5,169,3,0,0,0,management,medium,127281
1,0.87,4,268,2,0,0,0,marketing,medium,127282
0.91,0.58,3,257,3,0,0,0,marketing,medium,127283
0.16,0.69,4,187,5,0,0,0,marketing,medium,127284
0.58,0.62,5,270,2,0,0,0,sales,high,127285
0.75,0.61,5,173,4,0,0,0,sales,low,127286
0.96,0.62,6,193,4,0,0,0,sales,medium,127287
0.92,0.78,4,212,2,0,0,0,sales,medium,127288
0.35,0.63,3,156,3,0,0,0,sales,medium,127289
0.56,0.96,3,244,3,0,0,0,sales,medium,127290
0.27,0.96,3,255,4,0,0,0,sales,low,127291
0.66,0.72,5,152,3,1,0,0,sales,low,127292
0.66,0.98,4,163,3,1,0,0,sales,low,127293
0.98,0.69,3,150,2,0,0,0,sales,low,127294
0.51,0.58,4,169,2,0,0,0,sales,low,127295
0.51,0.83,3,133,3,0,0,0,sales,low,127296
0.53,0.94,4,202,3,1,0,0,sales,low,127297
0.69,0.7,4,169,2,0,0,0,sales,low,127298
0.66,0.74,4,270,2,1,0,0,sales,low,127299
0.89,0.76,3,251,2,1,0,0,sales,low,127300
0.74,0.64,3,267,5,0,0,0,sales,low,127301
0.82,0.75,4,224,3,0,0,0,sales,low,127302
0.66,0.9,3,250,2,0,0,0,sales,low,127303
0.59,0.97,3,258,2,0,0,0,accounting,low,127304
0.13,0.65,2,209,5,0,0,0,accounting,low,127305
0.68,0.74,4,215,3,0,0,0,accounting,low,127306
0.5,0.81,3,183,3,0,0,0,hr,low,127307
0.6,0.82,3,143,3,0,0,0,hr,low,127308
0.87,0.98,3,174,3,0,0,0,hr,low,127309
0.51,0.89,6,170,4,0,0,0,hr,low,127310
0.78,0.63,3,202,2,0,0,0,technical,low,127311
0.66,0.96,4,160,2,0,0,0,technical,medium,127312
0.72,0.73,5,211,2,0,0,0,technical,medium,127313
0.57,0.98,3,236,3,1,0,0,technical,medium,127314
0.5,0.49,4,236,3,0,0,0,technical,medium,127315
0.72,0.62,4,252,2,1,0,0,technical,medium,127316
0.41,0.48,3,155,2,1,0,0,technical,medium,127317
0.55,0.65,5,138,2,0,0,0,technical,medium,127318
0.49,0.94,4,195,3,1,0,0,technical,medium,127319
0.8,0.94,3,150,3,0,0,0,technical,medium,127320
0.78,0.51,3,172,3,0,0,0,technical,medium,127321
0.69,0.56,3,240,2,0,0,0,support,medium,127322
0.83,0.98,3,229,6,0,0,0,support,medium,127323
0.89,0.73,3,169,3,0,0,0,support,high,127324
0.94,0.82,3,246,3,0,0,0,support,low,127325
0.51,0.53,4,260,2,1,0,0,support,medium,127326
0.89,0.9,4,101,6,0,0,0,support,medium,127327
0.99,0.69,3,190,3,0,0,0,support,medium,127328
0.79,0.66,3,154,4,0,0,0,support,medium,127329
0.98,0.97,4,196,4,0,0,0,support,low,127330
0.98,0.97,3,209,3,0,0,0,support,low,127331
0.97,0.67,4,223,3,0,0,0,support,low,127332
0.71,0.71,4,221,3,0,0,0,technical,low,127333
0.49,0.6,4,141,3,0,0,0,technical,low,127334
0.72,0.71,3,135,3,0,0,0,technical,low,127335
0.58,0.61,2,191,3,1,0,0,management,low,127336
0.65,1,4,195,3,0,0,0,IT,low,127337
0.18,0.55,5,217,4,0,0,0,IT,low,127338
0.83,0.99,4,184,3,0,0,0,IT,low,127339
0.2,0.76,5,188,3,0,0,0,IT,low,127340
0.96,0.93,6,240,6,0,0,0,IT,low,127341
0.59,0.69,4,226,3,0,0,0,product_mng,low,127342
0.97,0.99,3,196,3,0,0,0,product_mng,low,127343
0.14,0.99,6,251,4,0,0,0,product_mng,low,127344
0.75,0.96,4,150,2,0,0,0,product_mng,low,127345
0.71,0.63,3,249,3,0,0,0,IT,low,127346
0.84,0.52,4,251,3,0,0,0,RandD,low,127347
0.57,0.75,5,252,3,0,0,0,RandD,medium,127348
0.46,0.55,5,261,5,0,0,0,RandD,medium,127349
0.77,0.94,4,225,2,0,0,0,RandD,medium,127350
0.44,0.65,2,151,3,0,0,0,RandD,medium,127351
0.68,0.59,4,147,2,0,0,0,marketing,medium,127352
0.94,0.58,4,159,3,0,0,0,sales,medium,127353
0.73,0.91,4,241,2,1,0,0,accounting,medium,127354
0.51,0.5,5,176,5,0,0,0,support,medium,127355
0.93,0.87,4,218,4,0,0,0,technical,medium,127356
0.74,1,4,219,3,0,0,0,management,medium,127357
0.82,0.9,3,227,3,0,0,0,marketing,medium,127358
0.86,0.91,4,182,2,0,0,0,marketing,medium,127359
0.99,0.86,4,196,2,1,0,0,marketing,high,127360
0.58,0.86,4,257,3,0,0,0,sales,low,127361
0.96,0.6,5,182,5,0,0,0,sales,medium,127362
0.72,0.67,4,192,3,0,0,0,sales,medium,127363
0.23,0.94,4,142,4,0,0,0,sales,medium,127364
0.99,0.79,4,172,2,0,0,0,sales,medium,127365
0.95,0.58,4,188,3,0,0,0,sales,low,127366
0.75,0.55,5,281,3,1,0,0,sales,low,127367
0.95,0.54,4,255,2,0,0,0,sales,low,127368
0.97,0.84,3,223,3,0,0,0,sales,low,127369
0.98,0.86,2,219,4,0,0,0,sales,low,127370
0.79,0.98,3,195,2,0,0,0,sales,low,127371
0.54,0.91,2,156,3,0,0,0,sales,low,127372
0.51,0.51,5,259,4,0,0,0,sales,low,127373
0.83,0.91,4,266,3,1,0,0,sales,low,127374
0.6,0.7,3,147,2,0,0,0,sales,low,127375
0.58,0.83,4,207,3,0,0,0,sales,low,127376
0.55,0.68,3,185,2,0,0,0,sales,low,127377
0.5,0.64,5,195,2,0,0,0,sales,low,127378
0.46,0.41,6,148,4,0,0,0,sales,low,127379
0.61,0.82,3,157,2,0,0,0,accounting,low,127380
0.91,0.98,4,146,3,0,0,0,accounting,low,127381
0.5,0.94,3,262,4,0,0,0,accounting,low,127382
0.75,0.82,3,169,3,0,0,0,hr,low,127383
0.74,0.87,3,192,3,1,0,0,hr,low,127384
0.62,0.53,4,147,2,0,0,0,hr,low,127385
0.87,0.76,5,254,2,1,0,0,hr,low,127386
0.13,0.72,3,244,4,0,0,0,technical,medium,127387
0.71,0.43,2,100,6,0,0,0,technical,medium,127388
0.7,0.9,3,173,2,0,0,0,technical,medium,127389
0.32,0.87,2,197,2,1,0,0,technical,medium,127390
0.84,0.72,3,256,4,0,0,0,technical,medium,127391
0.79,0.87,4,253,2,0,0,0,technical,medium,127392
0.97,0.64,4,152,2,0,0,0,technical,medium,127393
0.76,0.58,5,136,3,0,0,0,technical,medium,127394
0.97,0.63,3,141,3,0,0,0,technical,medium,127395
0.53,0.4,5,212,3,1,0,0,technical,medium,127396
0.61,0.57,4,144,3,0,0,0,technical,medium,127397
0.94,0.89,2,118,4,0,0,0,support,medium,127398
0.52,0.79,5,265,3,1,0,0,support,high,127399
0.91,0.67,3,143,3,0,0,0,support,low,127400
0.52,0.63,3,230,2,0,0,0,support,medium,127401
0.59,0.68,5,243,2,0,0,0,support,medium,127402
0.61,0.71,3,152,4,1,0,0,support,medium,127403
0.78,0.78,3,252,3,0,0,0,support,medium,127404
0.44,0.67,3,113,2,0,0,0,support,low,127405
0.8,0.97,4,259,2,0,0,0,support,low,127406
0.54,0.6,4,139,5,0,0,0,support,low,127407
0.96,0.91,4,228,3,1,0,0,support,low,127408
0.98,0.49,4,214,3,0,0,0,technical,low,127409
0.83,0.91,4,210,4,0,0,0,technical,low,127410
0.64,0.89,4,146,3,0,0,0,technical,low,127411
0.51,0.78,3,155,2,0,0,0,management,low,127412
0.31,0.42,2,169,5,0,0,0,IT,low,127413
0.53,0.68,3,258,3,0,0,0,IT,low,127414
0.81,0.53,3,258,2,0,0,0,IT,low,127415
0.17,0.85,3,168,4,0,0,0,IT,low,127416
0.72,0.98,3,211,2,0,0,0,IT,low,127417
0.49,0.49,2,245,3,0,0,0,product_mng,low,127418
0.81,0.95,3,204,2,0,0,0,product_mng,low,127419
0.75,0.98,2,161,3,0,0,0,product_mng,low,127420
0.74,0.73,3,267,3,0,0,0,product_mng,low,127421
0.82,0.73,3,183,3,0,0,0,IT,low,127422
0.36,0.4,2,105,3,0,0,0,RandD,low,127423
0.89,0.55,3,260,2,0,0,0,RandD,low,127424
0.78,0.87,3,183,4,0,0,0,RandD,low,127425
0.81,0.56,4,262,3,0,0,0,RandD,medium,127426
0.61,0.78,4,244,4,0,0,0,RandD,medium,127427
0.23,0.96,4,242,6,0,0,0,marketing,medium,127428
0.73,1,4,146,3,0,0,0,sales,medium,127429
0.4,0.65,4,252,6,0,0,0,accounting,medium,127430
0.99,0.63,5,229,2,0,0,0,support,medium,127431
0.62,0.54,4,170,3,0,0,0,technical,medium,127432
0.61,0.93,3,250,4,0,0,0,management,medium,127433
0.9,0.98,2,243,3,0,0,0,marketing,medium,127434
0.93,0.67,4,135,3,1,0,0,marketing,medium,127435
0.52,0.75,4,266,3,0,0,0,marketing,medium,127436
0.77,0.72,4,223,3,0,0,0,sales,medium,127437
0.59,0.76,4,234,3,0,0,0,sales,high,127438
0.51,0.59,4,187,3,0,0,0,sales,low,127439
0.67,0.95,3,229,3,0,0,0,sales,medium,127440
0.95,0.65,3,155,2,1,0,0,sales,medium,127441
0.75,0.76,3,246,3,0,0,0,sales,medium,127442
0.54,0.61,3,152,3,0,0,0,sales,medium,127443
0.45,0.71,2,172,2,0,0,0,sales,low,127444
0.66,0.66,4,255,5,0,0,0,sales,low,127445
0.36,0.69,3,98,2,0,0,0,sales,low,127446
0.3,0.47,6,141,6,0,0,0,sales,low,127447
0.61,0.63,4,146,4,1,0,0,sales,low,127448
0.71,0.7,4,213,3,0,0,0,sales,low,127449
0.6,0.99,4,160,3,0,0,0,sales,low,127450
0.19,0.61,3,272,4,0,0,0,sales,low,127451
0.91,1,4,125,4,0,0,0,sales,medium,127452
0.98,0.69,3,152,2,0,0,0,sales,medium,127453
0.9,0.78,3,162,2,0,0,0,sales,medium,127454
0.73,0.94,3,251,6,0,0,0,sales,medium,127455
0.52,0.56,3,225,3,0,0,0,accounting,medium,127456
0.77,0.56,3,236,3,1,0,0,accounting,medium,127457
0.98,0.62,3,203,2,0,0,0,accounting,medium,127458
0.79,0.5,4,252,3,1,0,0,hr,medium,127459
0.73,0.91,3,135,2,0,0,0,hr,medium,127460
0.97,0.95,3,257,2,0,0,0,hr,medium,127461
0.38,0.6,5,145,5,0,0,0,hr,medium,127462
0.59,0.48,5,267,3,0,0,0,technical,medium,127463
0.73,0.79,4,208,5,0,0,0,technical,medium,127464
0.84,0.53,4,206,3,0,0,0,technical,medium,127465
0.61,0.59,4,247,2,0,0,0,technical,medium,127466
0.79,0.78,2,228,2,0,0,0,technical,medium,127467
0.73,0.91,4,248,2,1,0,0,technical,medium,127468
0.22,0.9,4,209,5,0,0,0,technical,medium,127469
0.84,0.52,5,171,3,0,0,0,technical,medium,127470
0.21,0.85,6,221,5,0,0,0,technical,medium,127471
0.44,0.69,2,173,2,0,0,0,technical,medium,127472
0.2,0.52,5,218,5,0,0,0,technical,medium,127473
0.51,0.86,4,223,3,1,0,0,support,medium,127474
0.55,0.98,3,169,2,0,0,0,support,medium,127475
0.24,0.38,6,109,2,0,0,0,support,medium,127476
0.65,0.77,4,273,2,0,0,0,support,high,127477
0.44,0.42,3,178,3,0,0,0,support,high,127478
0.98,0.67,4,189,4,0,0,0,support,high,127479
0.69,0.8,5,203,2,1,0,0,support,high,127480
0.71,0.56,3,177,4,0,0,0,support,high,127481
0.54,0.71,5,253,2,1,0,0,support,high,127482
0.77,0.98,3,273,3,0,0,0,support,high,127483
0.53,0.43,2,139,3,0,0,0,support,high,127484
0.64,0.72,3,185,2,1,0,0,technical,high,127485
0.69,0.59,5,182,4,0,0,0,technical,high,127486
0.93,0.71,5,270,2,0,0,0,technical,high,127487
0.58,0.65,3,139,4,0,0,0,management,high,127488
0.33,0.46,5,261,6,1,0,0,IT,low,127489
0.95,0.57,3,238,3,0,0,0,IT,low,127490
0.65,0.9,3,241,3,0,0,0,IT,low,127491
0.9,0.7,3,223,2,0,0,0,IT,low,127492
0.59,0.8,3,258,3,1,0,0,IT,low,127493
0.88,0.55,4,205,4,0,0,0,product_mng,low,127494
0.63,0.83,4,243,4,0,0,0,product_mng,low,127495
0.53,0.61,4,198,2,0,0,0,product_mng,low,127496
0.63,0.64,4,178,3,0,0,0,product_mng,low,127497
0.96,0.76,4,158,3,0,0,0,IT,low,127498
0.7,0.73,3,194,2,0,0,0,RandD,low,127499
0.73,0.36,4,253,2,1,0,0,RandD,low,127500
0.94,0.8,4,228,2,0,0,0,RandD,low,127501
0.82,0.58,5,227,3,0,0,0,RandD,low,127502
0.44,0.63,3,162,2,0,0,0,RandD,low,127503
0.58,0.9,5,257,3,0,0,0,marketing,medium,127504
0.55,0.97,2,140,2,0,0,0,sales,medium,127505
0.92,0.84,3,164,2,0,0,0,accounting,medium,127506
0.91,0.59,4,177,4,0,0,0,support,medium,127507
0.69,0.61,4,260,4,0,0,0,technical,medium,127508
0.23,0.7,4,233,2,0,0,0,management,medium,127509
0.21,0.81,4,227,5,0,0,0,marketing,medium,127510
0.51,0.6,4,140,3,0,0,0,marketing,medium,127511
0.73,0.74,3,254,4,1,0,0,marketing,medium,127512
0.65,0.67,3,245,3,0,0,0,sales,medium,127513
0.64,0.48,2,157,2,0,0,0,sales,medium,127514
0.77,0.49,3,265,3,0,0,0,sales,medium,127515
0.71,0.79,4,261,3,0,0,0,sales,high,127516
0.2,0.38,6,212,6,0,0,0,sales,high,127517
0.99,0.57,4,216,3,0,0,0,sales,high,127518
0.77,0.57,4,238,3,0,0,0,sales,high,127519
0.8,0.56,2,204,3,0,0,0,sales,high,127520
0.97,0.5,4,216,2,0,0,0,sales,high,127521
0.89,0.53,4,208,3,0,0,0,sales,high,127522
0.97,0.7,4,218,2,0,0,0,sales,high,127523
0.23,0.99,5,176,4,1,0,0,sales,low,127524
0.6,0.75,4,144,2,0,0,0,sales,low,127525
0.52,0.63,5,241,3,0,0,0,sales,low,127526
0.86,0.63,3,271,2,0,0,0,sales,low,127527
0.86,0.95,4,184,3,0,0,0,sales,low,127528
0.76,0.58,3,262,2,0,0,0,sales,low,127529
0.79,0.77,6,233,6,0,0,0,sales,low,127530
0.35,0.52,3,155,3,0,0,0,sales,low,127531
1,0.97,5,141,2,0,0,0,accounting,medium,127532
0.2,0.8,6,251,5,0,0,0,accounting,medium,127533
